F,A,B,C,D,E,Y
1.088791847229004,2.8542680740356445,-1.4292762279510498,4.175675868988037,0.0015364803839474916,-0.5414378643035889,2.1504878997802734
-1.129145860671997,0.9270795583724976,-0.7103894352912903,2.0347836017608643,0.013070876710116863,0.8036508560180664,1.404756784439087
1.5102349519729614,1.0807374715805054,-0.8032583594322205,2.232804298400879,0.010722731240093708,0.6939582824707031,0.44591763615608215
-1.4625985622406006,2.6563212871551514,-1.0299861431121826,2.8010270595550537,0.006074763834476471,-0.6044456958770752,1.0568629503250122
-0.719066858291626,1.598097324371338,1.0757274627685547,0.34104955196380615,0.07110236585140228,0.006807347759604454,2.1164841651916504
0.08486581593751907,-1.0653605461120605,-0.13785843551158905,1.147813081741333,0.03173299878835678,0.5989700555801392,0.49580568075180054
0.4348541498184204,1.5094141960144043,-1.272029161453247,3.5680854320526123,0.002820981200784445,0.4181521236896515,2.837474822998047
0.5274330973625183,2.597123622894287,2.1018388271331787,0.12223146110773087,0.08849434554576874,-0.8431792855262756,2.3569889068603516
-0.031644731760025024,-0.08848442137241364,-1.3374606370925903,3.8093578815460205,0.0022162406239658594,1.3770235776901245,2.011568546295166
0.016996102407574654,-1.9412035942077637,1.0940945148468018,0.33484265208244324,0.0715450644493103,-0.3285108208656311,-1.4156684875488281
0.6056387424468994,1.6484365463256836,0.464589387178421,0.6283930540084839,0.053344834595918655,-0.014722935855388641,2.2672119140625
-0.15503515303134918,0.6346443891525269,-0.30638813972473145,1.3585095405578613,0.025704359635710716,0.9411335587501526,2.430124521255493
1.042195200920105,2.0099098682403564,-0.6930994987487793,1.9999046325683594,0.013534818775951862,-0.2251468151807785,1.6701304912567139
0.5845229029655457,0.872017502784729,-1.1541776657104492,3.171414375305176,0.0041944230906665325,0.9604246616363525,2.1853673458099365
-0.14953207969665527,-0.4678269624710083,-0.2604764997959137,1.2975481748580933,0.027320081368088722,1.0223051309585571,1.3544106483459473
-1.0579158067703247,0.6269065141677856,-0.32245171070098877,1.3805081844329834,0.025145074352622032,0.9478969573974609,1.3054543733596802
-0.3388659358024597,-1.4329439401626587,0.5030449628829956,0.6046866178512573,0.05462455749511719,0.19788485765457153,-0.38344117999076843
2.0320606231689453,4.224191188812256,1.1985102891921997,0.3016432523727417,0.07396018505096436,-0.4388706386089325,0.7657309174537659
-0.6547826528549194,-0.9408590197563171,0.17705006897449493,0.8377378582954407,0.04326882213354111,0.6728678941726685,0.23477666079998016
0.7752658724784851,0.4915972650051117,0.6491371393203735,0.5224964022636414,0.059303827583789825,0.933829665184021,1.6657804250717163
-1.7162343263626099,2.150068521499634,-0.13771243393421173,1.1476454734802246,0.031738318502902985,-0.43265047669410706,-0.19121316075325012
-0.3771108388900757,-0.07000774145126343,-0.467736154794693,1.5963761806488037,0.02026294730603695,1.157188057899475,1.7519580125808716
-1.0879101753234863,0.8466659784317017,-0.21791639924049377,1.243483066558838,0.02883780375123024,0.7868325710296631,1.3813443183898926
0.15444310009479523,-0.32196375727653503,-0.16137535870075226,1.1751259565353394,0.030878007411956787,1.0661284923553467,1.5292567014694214
2.167022228240967,4.020809650421143,0.4066530764102936,0.6658751368522644,0.05138237029314041,-0.5711669325828552,-0.2375076413154602
-1.2928767204284668,-0.32432234287261963,-0.4698917269706726,1.5998209714889526,0.02019326761364937,1.1078490018844604,-0.06116387993097305
-1.037488341331482,2.801466941833496,-1.4274338483810425,4.167989730834961,0.0015483354218304157,-0.5259137153625488,2.1325325965881348
0.6593607068061829,2.0954670906066895,-0.8491691946983337,2.3377039432525635,0.009654906578361988,-0.2671577036380768,2.3173820972442627
-0.6323932409286499,1.2710164785385132,0.44456472992897034,0.6411032676696777,0.052671097218990326,0.35942018032073975,2.228675365447998
