F,A,B,C,D,E,Y
0.7314185500144958,0.5295347571372986,0.5687103271484375,0.5662552714347839,0.056764714419841766,0.9196677207946777,1.78835129737854
-1.0801559686660767,1.3371837139129639,0.0721384808421135,0.9304020404815674,0.03943951055407524,0.32453370094299316,1.48853600025177
0.01261883694678545,-0.921074390411377,1.3789047002792358,0.25185427069664,0.0777357965707779,0.6301504373550415,0.6650127172470093
1.7750496864318848,5.904354572296143,0.5172585844993591,0.5961526036262512,0.05509272217750549,0.9887129664421082,4.587355136871338
-0.4542572796344757,-0.3005492687225342,-1.2243858575820923,3.402076005935669,0.0033304058015346527,1.2953816652297974,1.4554080963134766
-1.3951752185821533,2.584238290786743,0.07100323587656021,0.9314588904380798,0.03939785435795784,-0.7555115818977356,0.9512872099876404
0.9191532731056213,0.6164520382881165,-0.45301344990730286,1.5730453729629517,0.020741257816553116,0.9732393622398376,1.598106861114502
-0.5852158069610596,0.6165908575057983,-1.4848434925079346,4.4142746925354,0.0012103329645469785,1.257282018661499,2.2253682613372803
3.0439136028289795,10.993539810180664,0.5813325047492981,0.5591527819633484,0.057169318199157715,0.053880803287029266,2.780350685119629
0.7617796063423157,1.4814050197601318,-0.8385214805603027,2.3129446506500244,0.009896939620375633,0.3205667734146118,2.2161521911621094
1.2631584405899048,2.714951515197754,0.8238060474395752,0.4387585520744324,0.064483642578125,-0.8664849400520325,1.3552463054656982
0.4336548447608948,0.5551266074180603,-0.2160617560148239,1.2411789894104004,0.028904324397444725,0.9739516377449036,2.193765640258789
-0.4357418417930603,1.045844316482544,1.423943281173706,0.24076274037361145,0.07860280573368073,0.5252477526664734,2.3543128967285156
-1.0312882661819458,-0.36380064487457275,-0.07866644859313965,1.081843376159668,0.03389700874686241,1.0427355766296387,0.43585526943206787
1.8137376308441162,3.862825632095337,1.162721872329712,0.31263408064842224,0.07315175235271454,-0.7197287082672119,0.9113262295722961
1.2338752746582031,0.21533668041229248,-1.31288743019104,3.716890573501587,0.0024309440050274134,1.3485935926437378,0.6682999134063721
-0.7991142868995667,0.06577140092849731,1.3454413414001465,0.26042473316192627,0.07707241922616959,1.0238803625106812,1.2783515453338623
-1.1002790927886963,1.6116973161697388,-0.5942170023918152,1.8116118907928467,0.016339056193828583,0.1402716040611267,1.5407618284225464
0.5283895134925842,0.08052495121955872,1.7667394876480103,0.17088927328586578,0.0842914879322052,1.0138485431671143,1.6466516256332397
0.3464920222759247,-1.6435807943344116,1.8965133428573608,0.1500910222530365,0.0860629603266716,-0.05771112069487572,-0.8250178098678589
0.28553202748298645,1.250533938407898,-0.49836644530296326,1.6460301876068115,0.019281383603811264,0.47941863536834717,2.6300830841064453
-0.5304076075553894,0.12945353984832764,1.0294708013534546,0.3571959435939789,0.06996353715658188,1.027352213859558,1.701607584953308
-1.023720622062683,1.394742488861084,0.3884028494358063,0.6781390905380249,0.0507560595870018,0.24295970797538757,1.5860272645950317
-1.6548664569854736,2.5545883178710938,-0.8125468492507935,2.2536404132843018,0.010501622222363949,-0.6072396039962769,0.24534736573696136
0.867479145526886,1.197188377380371,0.9057803750038147,0.40422630310058594,0.06674930453300476,0.40539947152137756,1.836827278137207
0.6740167737007141,-0.12368661165237427,0.8762801885604858,0.41632869839668274,0.06594634801149368,1.0339933633804321,1.279189109802246
-0.30493128299713135,-0.18512886762619019,0.5875263214111328,0.5557001829147339,0.05736704543232918,1.0384825468063354,1.5818781852722168
-0.3673139810562134,1.2463269233703613,0.3602539598941803,0.69749915599823,0.049782875925302505,0.3885558545589447,2.489020824432373
-0.4538581371307373,-0.7659276723861694,0.6951123476028442,0.4990183711051941,0.06071263551712036,0.7706414461135864,0.722838282585144
0.17113330960273743,1.100976824760437,0.9200403094291687,0.39850297570228577,0.06713242828845978,0.49257564544677734,2.54233455657959
-1.0719826221466064,1.11418616771698,-0.28861692547798157,1.334580421447754,0.02632686123251915,0.5743661522865295,1.50799560546875
-0.29379963874816895,1.2450116872787476,1.210215449333191,0.2981330454349518,0.07422025501728058,0.34986555576324463,2.4987118244171143
0.026741597801446915,0.5605940222740173,0.6650482416152954,0.5142487287521362,0.05979496240615845,0.8983643054962158,2.3404006958007812
-0.19390827417373657,-0.5069504976272583,0.4620528519153595,0.6299890279769897,0.05325976759195328,0.9372280240058899,1.2599512338638306
1.0715014934539795,1.8464794158935547,-1.3905667066574097,4.017126083374023,0.0018004633020609617,0.12950828671455383,1.8275089263916016
0.8983761668205261,0.748997688293457,0.4970426857471466,0.6083270311355591,0.05442606285214424,0.7932043671607971,1.6530420780181885
0.14869467914104462,1.37175452709198,1.6791918277740479,0.1865246593952179,0.08298380672931671,0.21638260781764984,2.560901165008545
-1.055754542350769,0.17649471759796143,0.9700390696525574,0.3790682256221771,0.06844989210367203,1.0223720073699951,0.9128823280334473
0.5408660173416138,-0.1919630765914917,0.9182668328285217,0.3992103338241577,0.06708495318889618,1.021552562713623,1.36617112159729
0.6521228551864624,-0.5712531805038452,1.3298861980438232,0.26450735330581665,0.07675839960575104,0.8676748275756836,0.7633656859397888
1.5430004596710205,1.7744628190994263,0.49032044410705566,0.6124300956726074,0.054203204810619354,-0.14101837575435638,0.25159239768981934
0.2213049679994583,1.215909481048584,1.6864066123962402,0.18518376350402832,0.08309515565633774,0.3660026490688324,2.5213687419891357
-0.6336132287979126,0.12328445911407471,-1.6998627185821533,5.473196029663086,0.00041977944783866405,1.5397295951843262,1.7213361263275146
0.2400714010000229,-0.9462540745735168,0.49866965413093567,0.6073380708694458,0.05447991564869881,0.645459771156311,0.596193790435791
-1.345259189605713,2.21555233001709,0.47480520606040955,0.6220061779022217,0.053686629980802536,-0.5388028621673584,0.8912804126739502
-1.5128535032272339,1.396561622619629,0.28691163659095764,0.7505780458450317,0.04720935970544815,0.24841228127479553,0.35258716344833374
