X,Z,Y
0.4967141530112327,-0.06665137043850178,-0.8690521130893323
-0.13826430117118466,1.003760330940601,-0.4451197993914111
0.6476885381006925,-0.26916605963338447,-0.0315394022201647
1.5230298564080254,-0.08991130542130743,0.4640853611937042
-0.23415337472333597,-0.6297763487579968,-1.5906889474623596
-0.23413695694918055,1.4771112763269791,-0.24269049675684717
1.5792128155073915,0.20734277780423221,-2.7154966607792423
0.7674347291529088,-0.35288628407221395,-0.7093063460837431
-0.4694743859349521,2.258399103174412,-2.016182503372937
0.5425600435859647,1.5188284370607998,-0.24159917164216493
-0.46341769281246226,-0.018062739066546873,0.02156418093652156
-0.46572975357025687,0.8304516123680968,-1.6903482944141954
0.24196227156603412,0.015943447263430666,-0.9843233651743966
-1.913280244657798,5.835373852270258,0.3531356073457525
-1.7249178325130328,6.441534723822282,0.18377898267408305
-0.5622875292409727,1.5608556600045296,-1.4941084611989215
-1.0128311203344238,2.4888703142901676,-2.158255252332897
0.3142473325952739,-1.2735239950721313,-0.07666598700591598
-0.9080240755212109,3.1148365764367982,-2.3731147500005156
-1.4123037013352915,2.8661437442015054,-1.9168822987404965
1.465648768921554,0.29086075414430984,2.142371772598333
-0.22577630048653566,1.5306722103330124,-2.3098910654356715
0.06752820468792384,2.2953599531228113,-3.406224452601516
-1.4247481862134568,2.8479905695238017,-1.0408926587071379
-0.5443827245251827,-1.2959680034071757,-1.474205261227532
0.11092258970986608,1.0788575738323962,-0.7933881262938958
-1.1509935774223028,4.961843559765235,-1.3145689350464673
0.37569801834567196,1.9257560585999234,-1.5155553434736184
-0.600638689918805,2.032942356296678,0.24931980285816224
-0.2916937497932768,0.8470567942215538,0.505788402686771
-0.6017066122293969,2.6323537022496675,-0.8875683669593316
1.8522781845089378,-0.8166668409368063,-1.7732511044606403
-0.013497224737933921,1.4899464928281871,-1.9986019129456227
-1.0577109289559004,3.3852415964838793,-4.653830410023504
0.822544912103189,1.499522127192476,-1.6659326055429189
-1.2208436499710222,6.149706579112211,1.2125144643737056
0.2088635950047554,1.203921888734322,-0.06593373764673138
-1.9596701238797756,6.5880219272063965,0.013028310343715016
-1.3281860488984305,3.7486166644069794,-1.672735978240905
0.19686123586912352,-0.9477713118653676,-1.1539204021169527
0.7384665799954104,-0.21686703832134602,0.1704328921041459
0.1713682811899705,0.4332287971758702,0.6949218179110678
-0.11564828238824053,0.5985125662246156,-1.7602299274406819
-0.3011036955892888,1.5037043352855373,-0.5608823118454334
-1.4785219903674274,3.564037728364042,-0.8164278093891131
-0.7198442083947086,3.1751438394508136,-2.26774099920242
-0.4606387709597875,1.5852932336148091,-0.23759118577091642
1.0571222262189157,0.33815394661694836,2.774788702603974
