B,T,L,R,Y
-0.250919762305275,5.046822734943624,47.089601218355625,241.65287000822613,0.7445289170835302
0.9014286128198323,4.987915196287999,16.562516036856056,86.61242542899801,0.31767745962323835
0.4639878836228102,7.625018322084147,24.680310323067093,192.1878184081091,2.8459676557184794
0.1973169683940732,4.998184799398024,19.20165733557693,99.97343181793018,-1.9572584551192844
-0.687962719115127,5.087798904514524,8.043056253874433,44.92145279741103,-0.09265435751147609
-0.6880109593275947,7.037593049671855,16.847396857133273,122.56512302682458,-0.29519513144674814
-0.8838327756636011,5.79895936980216,5.726571540537433,37.20815569184194,-0.35980867904581626
0.7323522915498704,7.106842227820724,6.059288034715425,47.06240407564443,1.3184161299523245
0.2022300234864176,4.2614646302575405,5.701952206485874,28.298667651358492,0.5569236348228761
0.416145155592091,5.950284774693538,22.9471989114028,140.5423683043842,1.5053418610179394
-0.9588310114083951,4.13445440073313,7.1750055154676025,33.664733128709514,-2.34764297597614
0.9398197043239886,4.250612813821418,5.52531068810158,27.48595641118901,-0.6914302378227976
0.6648852816008435,7.625749813377643,17.586452230424094,138.10988481413136,2.93974040485971
-0.5753217786434477,4.556981484470381,17.93469193200146,85.72805906381097,-0.13131078202079016
-0.6363500655857988,6.129682729100868,5.741436524449758,39.193184304148595,-0.11224940473791145
-0.6331909802931324,5.644382410402827,36.53311534685685,210.20687366101637,-1.3914595550458617
-0.39151551408092455,5.38937330503537,5.432881377290221,33.279825864191714,-1.2402653208337533
0.04951286326447568,7.59933338274909,21.056966468967616,164.01890822705383,2.0951543356152516
-0.13610996271576847,4.087293587101958,1.780441919612219,11.277188840238523,-0.8009319582405003
-0.4175417196039162,6.655158744702357,16.880805807938685,116.34444239032547,-0.8675218991564335
0.22370578944475894,7.853577736854202,134.57226310312424,1060.8737295047827,2.591882201826453
-0.7210122786959163,6.240672733847368,37.938425175942726,240.7612955606143,0.19955075495581992
-0.4157107029295637,7.747289848132367,128.00470692489046,995.6895664723628,0.8146640604534944
-0.2672763134126166,4.209031517144095,13.827485365248442,62.20032170517943,-1.220846985044028
-0.08786003156592814,5.675173276296645,5.6627906002114,36.13731788358358,-1.143068894239275
0.5703519227860272,5.040631163848205,8.93098202097552,49.017786298697224,2.601474828780912
-0.6006524356832805,6.923283859922919,14.606151868808167,105.12253548890257,0.8619296408939224
0.02846887682722321,7.925188361988987,198.97298963473003,1580.8984218033177,-0.7642823453072327
0.18482913772408494,5.026120249776991,3.729489938005703,22.74486489875,-0.16878561476389997
-0.9070991745600046,6.616698405896297,66.82297057643453,446.1474428903495,0.7351925621275008
0.21508970380287673,4.7923905310389605,26.82003373353913,132.53207570675843,0.25213869276502177
-0.6589517526254169,6.26132101828644,142.63382914258762,897.0761923291607,1.749674776114597
-0.869896814029441,5.855729946753344,12.4059771009798,76.64605162894365,-0.6771955015388559
0.8977710745066665,7.888021318526148,105.24940494773054,834.2095499898899,1.3729559535754499
0.9312640661491187,6.434109090785866,244.37559901081462,1576.339263161724,2.08495450982159
0.6167946962329223,5.398025488347275,8.015451106339354,47.267609372621195,-1.3879982389502756
-0.39077246165325863,4.4563831395517335,2.000008283384277,12.912803193037497,-2.1828564898029024
-0.8046557719872323,4.604987314939738,1.5257462331104377,11.026042049290654,1.170208131649138
