X,Z,Y
-4.7516429234943836,20.0,-0.02731520685548848
-5.0,20.0,0.025750753570397897
-4.656135710929634,20.0,-0.03903937145804645
-4.208455041765958,20.0,0.009406467678045653
-5.0,20.0,-0.14915884605342888
-5.0,20.0,0.06153199137924354
-4.150333532186244,20.0,0.04032316817817211
-4.546212565353476,20.0,-0.04150624246486939
-5.0,20.0,0.10612718748519019
-4.6386298881169274,20.0,0.1339596344046055
-5.0,20.0,-0.12055336579494774
-5.0,20.0,-0.03606985721467175
-4.758898744096863,20.0,-0.036711614336780135
-5.0,20.0,-0.05378768946893678
-5.0,20.0,0.12315010483512454
-5.0,20.0,0.02082000676466933
-5.0,20.0,0.013751136510888606
-4.672706163532193,20.0,-0.16018361579872567
-5.0,20.0,0.10374442366287233
-5.0,20.0,-0.08372321884339758
-4.066975415339023,20.0,0.046195883668582516
-4.902677940033057,20.0,0.06794031443776889
-4.7460156774358175,20.0,0.1762684802258148
-5.0,20.0,-0.09067941926996154
-5.0,20.0,-0.26174859494013286
-4.694288454894817,20.0,0.05858757511731917
-5.0,20.0,0.22025373879303506
-4.541880720556894,20.0,0.16409725593589342
-5.0,20.0,0.06116856216941226
-4.855556584606348,20.0,-0.008960997921255057
-5.0,20.0,0.12091488030568072
-3.763550597435221,20.0,-0.05715199932849718
-4.686428292048647,20.0,0.08783839757757159
-5.0,20.0,0.09074963655861236
-4.248387203608066,20.0,0.14622361139183765
-5.0,20.0,0.31616862453305744
-4.535207842137262,20.0,0.07944421735982639
-5.0,20.0,-0.010693741928800196
-5.0,20.0,0.03764518942275024
-4.511178991675048,20.0,-0.13670496984696215
-4.230366309601894,20.0,-0.02926869246695614
-4.503905448994605,20.0,-0.0007256231693607215
-4.6374037207737,20.0,-0.012206219151509573
-4.720121417364214,20.0,0.05543810784532188
-5.0,20.0,-0.042039372596270386
-4.909471653746904,20.0,0.15230568737439681
-4.769858925019434,20.0,0.040223327133769415
-4.000968416420072,20.0,0.03927258852808705
-4.347710374735289,20.0,0.007413148990657897
-5.0,20.0,0.0557216890278476
-4.337457514802102,20.0,0.12271244710871315
-4.682030629697648,20.0,-0.04651040092914034
-4.817940479632459,20.0,-0.025609028265575984
-4.163631325049035,20.0,0.009830017764283216
-3.943959698211484,20.0,-0.09438447170537181
-3.9838093898913502,20.0,-0.041723165330200096
-4.859048201050759,20.0,-0.007419466712516205
-4.5840356173550365,20.0,0.12764153871322242
-4.253787703717638,20.0,0.06645875354214222
-3.92163684584823,20.0,0.05956161177870414
-4.638986518322045,20.0,0.12529241685874692
-4.482218877721298,20.0,0.026465441802010017
-4.932546866382394,20.0,0.07924910563483864
-4.9674726814097045,20.0,0.02988044534870006
-3.9530964481622606,20.0,0.06673885558191253
-3.6712293350639382,20.0,-0.018073245119208527
-4.3753444001295065,20.0,-0.20367909518569324
-3.8275628803833177,20.0,0.026774704423319265
-4.1385013067955025,20.0,0.1824774342519437
-4.631869186611872,20.0,0.1328241608661089
-4.118601496545093,20.0,0.13674236910106674
-3.520271006056305,20.0,0.16381569282257147
-4.297192298834255,20.0,0.04906837973809345
-3.4869474413622665,20.0,0.059934191382509286
-5.0,20.0,-0.021562568901485335
-3.8382979970616375,20.0,0.008595335039244707
-4.195715705120154,20.0,0.10177973561906384
-4.378732904462163,20.0,0.1605910643588313
-4.173338830951469,20.0,0.026257993073849725
